_id,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent-1,Causative Agent-2,Date Outbreak Began,Date Declared Over,Active,Year,Outbreak Duration (days)
3582,Harmony Hills Care Community - 2nd Fl (2B Wing),1800 O'Connor Dr,ltch,respiratory,Influenza A (Not subtyped),N/A,2023-12-14,2023-12-29,n,2023,15
3583,Pine Villa - Transitional Care - 2nd Fl (Sprint),1035 Eglinton Ave W,hospital-chronic care,respiratory,Influenza A (Not subtyped),N/A,2023-12-14,2023-12-27,n,2023,13
3584,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LTSW,2075 Bayview Ave,ltch,respiratory,COVID-19,N/A,2023-12-14,2023-12-25,n,2023,11
3585,Centre For Addiction and Mental Health - CCC6,1001 Queen St West,hospital-psychiatric,respiratory,COVID-19,N/A,2023-12-13,2023-12-20,n,2023,7
3586,Midland Gardens Care Community - 3rd Fl,130 Midland Ave,ltch,respiratory,Influenza A (Not subtyped),N/A,2023-12-13,2023-12-29,n,2023,16
3587,The Jewish Home for the Aged - 4GS,3560 Bathurst St,ltch,respiratory,COVID-19,N/A,2023-12-13,2023-12-26,n,2023,13
3588,The Kensington Gardens (North) - 1 East,25 Brunswick Ave,ltch,respiratory,COVID-19,N/A,2023-12-13,2024-01-17,n,2023,35
3589,Unity Health Toronto - Houses of Providence - 2E Chestnut & Balsam,3276 St Clair Ave E,ltch,respiratory,COVID-19,N/A,2023-12-13,2023-12-26,n,2023,13
3590,Unity Health Toronto - St. Joseph's - 6M,30 The Queensway,hospital-acute care,respiratory,COVID-19,N/A,2023-12-13,2023-12-30,n,2023,17
3591,Altamont Care Community - Wing 3,92 Island Rd,ltch,respiratory,COVID-19,N/A,2023-12-12,2023-12-23,n,2023,11
3592,Cedarbrook Lodge TCU - 6th Fl,520 Markham Rd,ltch,respiratory,COVID-19,N/A,2023-12-12,2023-12-22,n,2023,10
3593,Downsview Long Term Care Centre - 1 East,3595 Keele St,ltch,respiratory,COVID-19,N/A,2023-12-12,2023-12-20,n,2023,8
3594,Humber Meadows Long Term Care Home - 3S,2109 Finch Ave W,ltch,respiratory,COVID-19,N/A,2023-12-12,2023-12-30,n,2023,18
3595,Sinai Health System - Mount Sinai - 11S,600 University Ave,hospital-acute care,respiratory,COVID-19,N/A,2023-12-12,2023-12-20,n,2023,8
3596,The Jewish Home for the Aged - 2EI,3560 Bathurst St,ltch,respiratory,COVID-19,N/A,2023-12-12,2023-12-20,n,2023,8
3597,Unity Health Toronto - St. Josep's Health Centre - 2LM,30 The Queensway,hospital-acute care,enteric,Unable to identify,N/A,2023-12-12,2023-12-23,n,2023,11
3598,Wesburn Manor - 2 South,400 The West Mall,ltch,respiratory,Influenza A (Not subtyped),N/A,2023-12-12,2023-12-21,n,2023,9
3599,West Park  Healthcare Centre - 3EC,82 Buttonwood Ave,hospital-chronic care,respiratory,COVID-19,N/A,2023-12-12,2023-12-22,n,2023,10
3600,West Park Long Term Care Centre - Humber & York,82 Buttonwood Ave,ltch,respiratory,COVID-19,N/A,2023-12-12,2023-12-20,n,2023,8
3601,Hillcrest Reactivation Centre - 2nd Fl,47 Austin Terr,hospital-chronic care,respiratory,COVID-19,N/A,2023-12-11,2023-12-27,n,2023,16
3602,Humber River Hospital - RCC Finch - 6 East,2111 Finch Ave W,hospital-chronic care,respiratory,COVID-19,N/A,2023-12-11,2023-12-25,n,2023,14
3603,Ina Grafton Gage Home - 4th Fl,40 Bell Estate Rd,ltch,respiratory,Respiratory syncytial virus,N/A,2023-12-11,2023-12-25,n,2023,14
3604,Labdara Lithuanian Nursing Home - 2nd & 3rd Fl,5 Resurrection Rd,ltch,respiratory,COVID-19,N/A,2023-12-11,2024-01-14,n,2023,34
3605,North York General Hospital - General Site - 5W,4001 Leslie St,hospital-acute care,respiratory,COVID-19,N/A,2023-12-11,2023-12-27,n,2023,16
3606,Scarlet Heights Retirement Residence - 2nd Fl (Memory Living Unit),4005 Eglinton Ave W,retirement home,respiratory,Influenza A (Not subtyped),N/A,2023-12-11,2023-12-19,n,2023,8
3607,Westside - Etobicoke - 2nd Fl (East Wing),1145 Albion Rd,ltch,respiratory,COVID-19,N/A,2023-12-11,2024-01-02,n,2023,22
3608,Copernicus Lodge - 4th Fl,66 Roncesvalles Ave,ltch,respiratory,COVID-19,N/A,2023-12-10,2023-12-16,n,2023,6
3609,Wesburn Manor - 4th Fl,400 The West Mall,ltch,respiratory,COVID-19,N/A,2023-12-10,2023-12-21,n,2023,11
3610,Mon Sheong Scarborough Long Term Care Centre - 3rd Fl South,2030 McNicoll Ave,ltch,respiratory,COVID-19,N/A,2023-12-09,2023-12-18,n,2023,9
3611,Norfinch Care Community - 3B,22 Norfinch Dr,ltch,respiratory,COVID-19,N/A,2023-12-09,2023-12-22,n,2023,13
3612,Sunnybrook Health Sciences Centre - St. John's Rehab - A4,285 Cummer Ave,hospital-chronic care,respiratory,COVID-19,N/A,2023-12-09,2023-12-19,n,2023,10
3613,Cheltenham Care Community - 2nd Fl,5935 Bathurst St,ltch,respiratory,Respiratory syncytial virus,N/A,2023-12-08,2023-12-13,n,2023,5
3614,Kipling Acres - 2nd & 3rd South,2233 Kipling Ave,ltch,respiratory,COVID-19,N/A,2023-12-08,2024-01-13,n,2023,36
3615,New Horizons Tower,1140 Bloor St W,retirement home,respiratory,Respiratory syncytial virus,Influenza A (Not subtyped),2023-12-08,2024-01-01,n,2023,24
3616,West Park Long Term Care Centre - Glenwyld & Raymore,82 Buttonwood Ave,ltch,respiratory,COVID-19,N/A,2023-12-08,2023-12-29,n,2023,21
3617,Oak Valley Health - 5 West,2111 Finch Ave W,hospital-chronic care,respiratory,COVID-19,N/A,2023-12-07,2023-12-20,n,2023,13
3618,One Kenton Place - 1st Fl,1 Kenton Dr,retirement home,respiratory,Influenza A (H3),N/A,2023-12-07,2023-12-13,n,2023,6
3619,Runnymede Healthcare Centre - 2W,625 Runnymede Rd,hospital-chronic care,respiratory,COVID-19,N/A,2023-12-07,2023-12-14,n,2023,7
3620,West Park Healthcare Centre - 2EA,82 Buttonwood Ave,hospital-chronic care,respiratory,COVID-19,N/A,2023-12-07,2023-12-16,n,2023,9
3621,Weston Terrace Care Community - 2B,2005 Lawrence Ave W,ltch,respiratory,COVID-19,N/A,2023-12-07,2023-12-14,n,2023,7
3622,Baycrest Apotex Centre - Jewish Home For The Aged - 7GS,3560 Bathurst St,ltch,respiratory,Influenza A (Not subtyped),N/A,2023-12-06,2023-12-15,n,2023,9
3623,Bethseda Home,76 Silversted Dr,retirement home,respiratory,COVID-19,N/A,2023-12-06,2023-12-18,n,2023,12
3624,Don Mills Retirement Residence,2 Green Belt Dr,retirement home,respiratory,COVID-19,N/A,2023-12-06,2023-12-19,n,2023,13
3625,Humber Valley Terrace - Etobicoke - 3rd Fl,95 Humber College Blvd,ltch,respiratory,COVID-19,N/A,2023-12-06,2023-12-12,n,2023,6
3626,Tapestry at Village Gate West - 4th Fl,15 Summerland Terr,retirement home,respiratory,COVID-19,N/A,2023-12-06,2023-12-18,n,2023,12
3627,University Health Network - Bickle Centre - North 5B,130 Dunn Ave,hospital-chronic care,respiratory,COVID-19,N/A,2023-12-06,2023-12-14,n,2023,8
3628,University Health Network - Toronto Western - 8A,399 Bathurst St,hospital-acute care,respiratory,COVID-19,N/A,2023-12-06,2023-12-16,n,2023,10
3629,Valleyview Residence - 2W,541 Finch Ave E,ltch,respiratory,Unable to identify,N/A,2023-12-06,2023-12-23,n,2023,17
3630,Wellesley Central Place - 3W,160 Wellesley St E,ltch,respiratory,COVID-19,N/A,2023-12-06,2023-12-18,n,2023,12
3631,Weston Terrace Care Community - 4th Fl,2005 Lawrence Ave W,ltch,respiratory,Unable to identify,N/A,2023-12-06,2023-12-19,n,2023,13
3632,Advent Forestview Retirement Residence - 4th Fl,537 Finch Ave,retirement home,respiratory,COVID-19,N/A,2023-12-05,2023-12-18,n,2023,13
3633,Bendale Acres - Scarborough - 4th Fl,2920 Lawrence Ave E,ltch,respiratory,COVID-19,N/A,2023-12-05,2023-12-21,n,2023,16
3634,Delmanor Prince Edward - Etobicoke - 3rd & 7th Fl,4180 Dundas St W,retirement home,respiratory,COVID-19,N/A,2023-12-05,2023-12-28,n,2023,23
3635,Fountain View Care Community - 1st Fl,1800 O'Connor Dr,ltch,respiratory,COVID-19,N/A,2023-12-05,2023-12-14,n,2023,9
3636,Sinai Health System - Hennick Bridgepoint - 3S,1 Bridgepoint Dr,hospital-chronic care,respiratory,COVID-19,N/A,2023-12-05,2023-12-12,n,2023,7
3637,Unity Health Toronto - St. Michael's - 8CS,30 Bond St,hospital-acute care,respiratory,COVID-19,N/A,2023-12-05,2023-12-12,n,2023,7
3638,West Park Long Term Care Centre - Kingway/Ilaali,82 Buttonwood Ave,ltch,respiratory,COVID-19,N/A,2023-12-05,2023-12-28,n,2023,23
3639,Amica On the Avenue,1066 Ave Rd,retirement home,respiratory,COVID-19,N/A,2023-12-04,2023-12-18,n,2023,14
3640,Carefree Lodge - North York - Basement (Garden),306 Finch Ave E,ltch,respiratory,COVID-19,N/A,2023-12-04,2023-12-25,n,2023,21
3641,Centre For Addiction and Mental Health - CCC3,1001 Queen St West,hospital-psychiatric,respiratory,COVID-19,N/A,2023-12-04,2023-12-12,n,2023,8
3642,Sinai Health System - Mount Sinai - 12S,600 University Ave,hospital-acute care,respiratory,COVID-19,N/A,2023-12-04,2023-12-16,n,2023,12
3643,Tendercare Living Centre,1020 McNicoll Ave,ltch,respiratory,Influenza A (H3),N/A,2023-12-04,2023-12-15,n,2023,11
3644,The Claremont,305 Balliol St,retirement home,respiratory,COVID-19,N/A,2023-12-04,2023-12-13,n,2023,9
3645,University Health Network - Toronto Western - 8B,399 Bathurst St,hospital-acute care,respiratory,COVID-19,N/A,2023-12-04,2023-12-10,n,2023,6
3646,North York General Hospital - 8 West,4001 Leslie St,hospital-acute care,respiratory,COVID-19,N/A,2023-12-03,2023-12-12,n,2023,9
3647,"Chartwell Gibson -2nd, 3rd & 4th Fl",1955 Steeles Ave E,retirement home,respiratory,Respiratory syncytial virus,N/A,2023-12-01,2023-12-13,n,2023,12
3648,Isabel and Arthur Meighen Manor - 3rd Fl,155 Millwood Rd,ltch,respiratory,COVID-19,N/A,2023-12-01,2023-12-12,n,2023,11
3649,West Park  Healthcare Centre - 3EA,82 Buttonwood Ave,hospital-chronic care,respiratory,COVID-19,N/A,2023-12-01,2023-12-16,n,2023,15
3650,Better Living at Thompson House - 4th Fl,1 Overland Dr,ltch,respiratory,Rhinovirus,Respiratory syncytial virus,2023-11-30,2023-12-08,n,2023,8
3651,The Wexford - 4th & 6th Fl,1860 Lawrence Ave E,ltch,respiratory,COVID-19,N/A,2023-11-30,2023-12-14,n,2023,14
3652,Sinai Health System - Hennick Bridgepoint - 4 South,1 Bridgepoint Dr,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-29,2023-12-15,n,2023,16
3653,Sunnybrook Health Sciences Centre - St. John's Rehab - A3,285 Cummer Ave,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-29,2023-12-14,n,2023,15
3654,University Health Network - Toronto General - 8th Fl (ES),200 Elizabeth St,hospital-acute care,respiratory,COVID-19,N/A,2023-11-29,2023-12-10,n,2023,11
3655,Hazelton Place Retirement Residence - 5th Fl,111 Ave Rd,retirement home,respiratory,COVID-19,N/A,2023-11-28,2023-12-12,n,2023,14
3656,Leaside Retirement Residence,10 -14 William Morgan Drive,retirement home,respiratory,COVID-19,N/A,2023-11-28,2024-01-09,n,2023,42
3657,Mackenzie Health - RCC - 4 East & 4 West,2111 Finch Ave W,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-27,2023-12-02,n,2023,5
3658,Mon Sheong Home for the Aged - 4th Fl,36 D'Arcy St,ltch,respiratory,Unable to identify,N/A,2023-11-27,2023-12-18,n,2023,21
3659,Runnymede Healthcare Centre - 2 East,625 Runnymede Rd,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-27,2023-12-05,n,2023,8
3660,Sinai Health System - Hennick Bridgepoint - 3 North,1 Bridgepoint Dr,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-27,2023-12-04,n,2023,7
3661,The Dunfield Retirement Residence - 4th Fl (Memory Care Unit),77 Dunfield Ave,retirement home,respiratory,COVID-19,N/A,2023-11-27,2023-12-04,n,2023,7
3662,The Kensington Gardens - 3 East,25 Brunswick Ave,ltch,respiratory,COVID-19,N/A,2023-11-27,2023-12-08,n,2023,11
3663,Toronto East Health Network - AHF - 2E,500 Kingston Rd,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-27,2023-12-08,n,2023,11
3664,University Health Network - Toronto General - 5MB,200 Elizabeth St,hospital-acute care,respiratory,COVID-19,N/A,2023-11-27,2023-12-07,n,2023,10
3665,Baycrest Apotex Centre - Jewish Home for the Aged - 3GS,3560 Bathurst St,ltch,respiratory,Influenza A (Not subtyped),N/A,2023-11-26,2023-12-05,n,2023,9
3666,St. George Care Community,225 St. George St,ltch,respiratory,COVID-19,N/A,2023-11-26,2023-12-27,n,2023,31
3667,Sunnybrook Health Sciences Centre - St. John's Rehab - A1,285 Cummer Ave,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-26,2023-12-04,n,2023,8
3668,UHN - Toronto Rehabilitation Institute - Bickel Centre - 8 South,550 University Ave,hospital-chronic care,respiratory,Influenza A (Not subtyped),N/A,2023-11-26,2023-12-07,n,2023,11
3669,Baycrest Hospital - North York - H3E,3560 Bathurst St,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-25,2023-12-02,n,2023,7
3670,Cheltenham Care Community - 3rd Fl (North),5935 Bathurst St,ltch,respiratory,COVID-19,N/A,2023-11-25,2023-12-11,n,2023,16
3671,Baycrest Hospital - North York - H5E,3560 Bathurst St,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-24,2023-12-08,n,2023,14
3672,Baycrest Hospital - North York - H7E,3560 Bathurst St,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-24,2023-12-09,n,2023,15
3673,Baycrest Hospital - North York - H7W,3560 Bathurst St,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-24,2023-12-12,n,2023,18
3674,Castleview Wychwood Towers - 2nd Fl,351 Christie St,ltch,respiratory,COVID-19,N/A,2023-11-24,2023-12-27,n,2023,33
3675,Greenview Lodge,880 Lawrence Avenue,retirement home,respiratory,COVID-19,N/A,2023-11-24,2023-12-13,n,2023,19
3676,Kipling Acres - 1st Fl (Humber) & 2nd Fl (Elms),2233 Kipling Ave,ltch,respiratory,COVID-19,N/A,2023-11-24,2023-12-06,n,2023,12
3677,Lakeside Long Term Care Centre - 1st Fl,150 Dunn Ave,ltch,respiratory,COVID-19,N/A,2023-11-24,2023-12-19,n,2023,25
3678,Lakeside Long Term Care Centre - 2nd Fl,150 Dunn Ave,ltch,respiratory,Unable to identify,N/A,2023-11-24,2023-12-06,n,2023,12
3679,Mon Sheong Home for the Aged - 4th Fl,36 D'Arcy St,ltch,respiratory,COVID-19,N/A,2023-11-24,2023-12-18,n,2023,24
3680,New Horizons Tower - 4th Fl,1140 Bloor St W,ltch,respiratory,Coronavirus*,N/A,2023-11-24,2023-12-01,n,2023,7
3681,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LTSW,2075 Bayview Ave,ltch,respiratory,COVID-19,N/A,2023-11-24,2023-12-02,n,2023,8
3682,Toronto East Health Network - AHF - Atrium at Kew Beach - 3rd Fl East Wing,500 Kingston Rd,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-24,2023-12-08,n,2023,14
3683,Unity Health Toronto - St. Michael's - 14CG (Observation Unit Only),30 Bond St,hospital-acute care,respiratory,COVID-19,N/A,2023-11-24,2023-12-05,n,2023,11
3684,Harold and Grace Baker Centre - 1A,1 Northwestern Ave,ltch,respiratory,Unable to identify,N/A,2023-11-23,2023-12-07,n,2023,14
3685,Mon Sheong Scarborough Long Term Care Centre - 2nd Fl South,2030 Mcnicoll Ave,retirement home,respiratory,COVID-19,N/A,2023-11-23,2023-12-04,n,2023,11
3686,Tony Stacey Centre for Veterans' Care - 2nd Fl,59 Lawson Rd,ltch,respiratory,COVID-19,N/A,2023-11-23,2023-12-04,n,2023,11
3687,Toronto East Health Network - Michael Garron Hospital - B3,825 Coxwell Ave,hospital-acute care,respiratory,COVID-19,N/A,2023-11-23,2023-12-11,n,2023,18
3688,Baycrest Hospital - H6E,3560 Bathurst St,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-22,2023-12-01,n,2023,9
3689,Extendicare Bayview - 1st Fl,550 Cummer Ave,ltch,respiratory,Respiratory syncytial virus,N/A,2023-11-22,2023-11-30,n,2023,8
3690,Unity Health Toronto - St. Joseph's - 4M,30 The Queensway,hospital-acute care,respiratory,COVID-19,N/A,2023-11-22,2023-11-28,n,2023,6
3691,University Health Network - 5 South,550 University Ave,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-22,2023-11-29,n,2023,7
3692,Amica On The Avenue,1066 Avenue Rd,retirement home,enteric,Unable to identify,N/A,2023-11-21,2023-11-27,n,2023,6
3693,Cedarvale Terrace - 4th Fl,429 Walmer Rd,ltch,respiratory,COVID-19,N/A,2023-11-21,2023-12-15,n,2023,24
3694,Cummer Lodge - North York - 1st Fl (SCU) & 3rd Fl (3N),205 Cummer Ave,ltch,respiratory,COVID-19,N/A,2023-11-21,2023-12-12,n,2023,21
3695,Southlake Regional Health Centre - RCC Finch - 5 East,2111 Finch Ave W,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-21,2023-12-16,n,2023,25
3696,The Millwood,921 Millwood Rd,retirement home,respiratory,COVID-19,N/A,2023-11-21,2023-12-13,n,2023,22
3697,Unity Health Toronto - Providence - D3,3276 St. Clair Ave East,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-21,2023-11-29,n,2023,8
3698,Baycrest Hospital - 6RF,3560 Bathurst St,ltch,respiratory,COVID-19,N/A,2023-11-20,2023-11-30,n,2023,10
3699,Centre For Addiction and Mental Health - Unit 1 & 2,1001 Queen St West,hospital-psychiatric,respiratory,COVID-19,N/A,2023-11-20,2023-11-26,n,2023,6
3700,Deerwood Creek Care Community - 3rd Fl (3A & 3B),70 Humberline Dr,ltch,respiratory,COVID-19,N/A,2023-11-20,2023-11-27,n,2023,7
3701,Donway Place,8 The Donway E,ltch,respiratory,COVID-19,N/A,2023-11-20,2023-12-12,n,2023,22
3702,Midland Gardens Care Community - 4th Fl,130 Midland Ave,ltch,respiratory,COVID-19,N/A,2023-11-20,2023-12-13,n,2023,23
3703,New Horizons Tower,1140 Bloor St W,retirement home,respiratory,COVID-19,N/A,2023-11-20,2024-01-01,n,2023,42
3704,Trillium Health Partners - McCall Centre For Continuing Care - 3rd Fl,140 Sherway Dr,hospital-chronic care,respiratory,Parainfluenza,Rhinovirus,2023-11-20,2023-11-30,n,2023,10
3705,Trillium Health Partners - McCall Continuing Care - 3rd Fl,140 Sherway Drive,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-20,2023-12-05,n,2023,15
3706,Unity Health Toronto - St. Joseph's - 5M,30 The Queensway,hospital-acute care,respiratory,COVID-19,N/A,2023-11-20,2023-11-27,n,2023,7
3707,"Nisbet Lodge - 4th, 8th, 10th & 11th Fl",740 Pape Ave,ltch,respiratory,COVID-19,N/A,2023-11-19,2023-12-07,n,2023,18
3708,Sts. Peter and Paul Residence - Ground Fl,221 Milner Ave,retirement home,respiratory,COVID-19,N/A,2023-11-18,2023-11-30,n,2023,12
3709,Villa Colombo Homes for the Aged - 2 Fusco,40 Playfair Ave,ltch,respiratory,COVID-19,N/A,2023-11-18,2023-11-30,n,2023,12
3710,Bendale Acres - 5th Fl,2920 Lawrence Ave E,ltch,respiratory,COVID-19,N/A,2023-11-17,2023-11-28,n,2023,11
3711,Extendicare Scarborough - Scarborough - 1 North,3830 Lawrence Ave E,ltch,respiratory,COVID-19,N/A,2023-11-17,2023-11-28,n,2023,11
3712,Ina Grafton Gage Home - Scarborough - 1st Fl Memory Unit,40 Bell Estate Rd,ltch,respiratory,COVID-19,N/A,2023-11-17,2023-11-29,n,2023,12
3713,Toronto East Health Network - 1st Fl East,500 Kingston Rd,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-17,2023-12-08,n,2023,21
3714,University Health Network - Bickle Centre -  5A & 5B North,130 Dunn Ave,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-17,2023-11-25,n,2023,8
3715,University Health Network - Bickle Centre - S4,130 Dunn Ave,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-17,2023-12-05,n,2023,18
3716,University Health Network - Lyndhurst - 1A,520 Sutherland Drive,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-17,2023-12-01,n,2023,14
3717,Bayshore - 5th & 6th Fl,221 Milner Ave,retirement home,respiratory,COVID-19,N/A,2023-11-16,2023-11-29,n,2023,13
3718,Unity Health Toronto - St. Joseph's - 6G,30 The Queensway,hospital-acute care,respiratory,COVID-19,N/A,2023-11-16,2023-12-01,n,2023,15
3719,Hellenic Home - Ground & 2A,2411 Lawrence Ave E,ltch,respiratory,COVID-19,N/A,2023-11-15,2023-11-30,n,2023,15
3720,Unity Health Toronto - St. Joseph's - 2E,30 The Queensway,hospital-acute care,respiratory,COVID-19,N/A,2023-11-15,2023-11-24,n,2023,9
3721,Cedarbrook Lodge TCU - Transitional Care Unit - 6th Fl,520 Markham Rd,transitional care,respiratory,COVID-19,N/A,2023-11-14,2023-12-04,n,2023,20
3722,Craiglee Nursing Home - 1 West & 3 East,102 Craiglee Dr,ltch,respiratory,COVID-19,N/A,2023-11-14,2023-11-24,n,2023,10
3723,"Fieldstone Commons Care Community - Scarborough - 2A, 2B, 3A & 3B",1000 Ellesmere Rd,ltch,respiratory,COVID-19,N/A,2023-11-14,2023-12-07,n,2023,23
3724,Kennedy Lodge - 2 South,1400 Kennedy Rd,ltch,respiratory,COVID-19,N/A,2023-11-14,2023-12-04,n,2023,20
3725,Unity Health Toronto - Providence - Adult Day Program,3276 St. Clair Ave East,hospital-chronic care,respiratory,COVID-19,N/A,2023-11-14,2023-11-24,n,2023,10
3726,Cedarbrook Lodge Retirement Residence - 3rd & 5th Fl,520 Markham Rd,retirement home,respiratory,COVID-19,N/A,2023-11-13,2023-12-11,n,2023,28
3727,Centennial Park Place - 1st Fl,25 Centennial Park Rd,retirement home,respiratory,COVID-19,N/A,2023-11-13,2023-11-27,n,2023,14
3728,Centre for Addiction and Mental Health - Queen Street Site - Unit 1-4,1001 Queen St West,hospital-psychiatric,respiratory,COVID-19,N/A,2023-11-13,2023-11-30,n,2023,17
